Sekce,Typ otázky,Otázka,Správná odpověď,Vysvětlení
B,Seřaď zastávky,Linka 3 – seřaď tyto zastávky ve správném pořadí: Branka | Kamenolom | Podlesí | Přístaviště | Zoologická zahrada (Obvodová),Branka → Podlesí → Kamenolom → Zoologická zahrada (Obvodová) → Přístaviště,Správné pořadí na lince 3: Branka → Podlesí → Kamenolom → Zoologická zahrada (Obvodová) → Přístaviště
B,Seřaď zastávky,Linka 3 – seřaď tyto zastávky ve správném pořadí: Kamenolom | Kubíčkova | Podlesí | Přístaviště | Zoologická zahrada (Obvodová),Podlesí → Kamenolom → Zoologická zahrada (Obvodová) → Přístaviště → Kubíčkova,Správné pořadí na lince 3: Podlesí → Kamenolom → Zoologická zahrada (Obvodová) → Přístaviště → Kubíčkova
B,Seřaď zastávky,Linka 3 – seřaď tyto zastávky ve správném pořadí: Kamenolom | Kubíčkova | Ondrouškova | Přístaviště | Zoologická zahrada (Obvodová),Kamenolom → Zoologická zahrada (Obvodová) → Přístaviště → Kubíčkova → Ondrouškova,Správné pořadí na lince 3: Kamenolom → Zoologická zahrada (Obvodová) → Přístaviště → Kubíčkova → Ondrouškova
B,Seřaď zastávky,Linka 3 – seřaď tyto zastávky ve správném pořadí: Bystrc Ečerova | Kubíčkova | Ondrouškova | Přístaviště | Zoologická zahrada (Obvodová),Zoologická zahrada (Obvodová) → Přístaviště → Kubíčkova → Ondrouškova → Bystrc Ečerova,Správné pořadí na lince 3: Zoologická zahrada (Obvodová) → Přístaviště → Kubíčkova → Ondrouškova → Bystrc Ečerova
B,Výchozí zastávka linky,Která je VÝCHOZÍ zastávka linky 3?,Židenice Stará osada,Výchozí zastávka linky 3 je Židenice Stará osada.
B,Konečná zastávka linky,Která je KONEČNÁ zastávka linky 3?,Bystrc Ečerova,Konečná zastávka linky 3 je Bystrc Ečerova.
B,Počet zastávek,Kolik zastávek má linka 3?,27 zastávek,Linka 3 má celkem 27 zastávek.
B,Následující zastávka,"Linka 4 – jaká zastávka NÁSLEDUJE po „Obřany Babická"" (směr Masarykova čtvrť Náměstí Míru)?",Obřanský most (Obřanská),Po zastávce Obřany Babická na lince 4 (směr Masarykova čtvrť Náměstí Míru) následuje Obřanský most (Obřanská).
B,Následující zastávka,"Linka 4 – jaká zastávka NÁSLEDUJE po „Obřanský most (Obřanská)"" (směr Masarykova čtvrť Náměstí Míru)?",Čtvery hony,Po zastávce Obřanský most (Obřanská) na lince 4 (směr Masarykova čtvrť Náměstí Míru) následuje Čtvery hony.
B,Následující zastávka,"Linka 4 – jaká zastávka NÁSLEDUJE po „Čtvery hony"" (směr Masarykova čtvrť Náměstí Míru)?",Obřanská u školy,Po zastávce Čtvery hony na lince 4 (směr Masarykova čtvrť Náměstí Míru) následuje Obřanská u školy.
B,Následující zastávka,"Linka 4 – jaká zastávka NÁSLEDUJE po „Obřanská u školy"" (směr Masarykova čtvrť Náměstí Míru)?",Proškovo náměstí,Po zastávce Obřanská u školy na lince 4 (směr Masarykova čtvrť Náměstí Míru) následuje Proškovo náměstí.
B,Následující zastávka,"Linka 4 – jaká zastávka NÁSLEDUJE po „Proškovo náměstí"" (směr Masarykova čtvrť Náměstí Míru)?",Maloměřický most (u mostu),Po zastávce Proškovo náměstí na lince 4 (směr Masarykova čtvrť Náměstí Míru) následuje Maloměřický most (u mostu).
B,Následující zastávka,"Linka 4 – jaká zastávka NÁSLEDUJE po „Maloměřický most (u mostu)"" (směr Masarykova čtvrť Náměstí Míru)?",Tomkovo náměstí (pod mostem),Po zastávce Maloměřický most (u mostu) na lince 4 (směr Masarykova čtvrť Náměstí Míru) následuje Tomkovo náměstí (pod mostem).
B,Následující zastávka,"Linka 4 – jaká zastávka NÁSLEDUJE po „Tomkovo náměstí (pod mostem)"" (směr Masarykova čtvrť Náměstí Míru)?",Náměstí Republiky,Po zastávce Tomkovo náměstí (pod mostem) na lince 4 (směr Masarykova čtvrť Náměstí Míru) následuje Náměstí Republiky.
B,Následující zastávka,"Linka 4 – jaká zastávka NÁSLEDUJE po „Náměstí Republiky"" (směr Masarykova čtvrť Náměstí Míru)?",Vozovna Husovice,Po zastávce Náměstí Republiky na lince 4 (směr Masarykova čtvrť Náměstí Míru) následuje Vozovna Husovice.
B,Následující zastávka,"Linka 4 – jaká zastávka NÁSLEDUJE po „Vozovna Husovice"" (směr Masarykova čtvrť Náměstí Míru)?",Mostecká,Po zastávce Vozovna Husovice na lince 4 (směr Masarykova čtvrť Náměstí Míru) následuje Mostecká.
B,Následující zastávka,"Linka 4 – jaká zastávka NÁSLEDUJE po „Mostecká"" (směr Masarykova čtvrť Náměstí Míru)?",Trávníčkova,Po zastávce Mostecká na lince 4 (směr Masarykova čtvrť Náměstí Míru) následuje Trávníčkova.
B,Následující zastávka,"Linka 4 – jaká zastávka NÁSLEDUJE po „Trávníčkova"" (směr Masarykova čtvrť Náměstí Míru)?",Tkalcovská,Po zastávce Trávníčkova na lince 4 (směr Masarykova čtvrť Náměstí Míru) následuje Tkalcovská.
B,Následující zastávka,"Linka 4 – jaká zastávka NÁSLEDUJE po „Tkalcovská"" (směr Masarykova čtvrť Náměstí Míru)?",Körnerova,Po zastávce Tkalcovská na lince 4 (směr Masarykova čtvrť Náměstí Míru) následuje Körnerova.
B,Následující zastávka,"Linka 4 – jaká zastávka NÁSLEDUJE po „Körnerova"" (směr Masarykova čtvrť Náměstí Míru)?",Malinovského náměstí (divadlo),Po zastávce Körnerova na lince 4 (směr Masarykova čtvrť Náměstí Míru) následuje Malinovského náměstí (divadlo).
B,Následující zastávka,"Linka 4 – jaká zastávka NÁSLEDUJE po „Malinovského náměstí (divadlo)"" (směr Masarykova čtvrť Náměstí Míru)?",Hlavní nádraží (kolej 1),Po zastávce Malinovského náměstí (divadlo) na lince 4 (směr Masarykova čtvrť Náměstí Míru) následuje Hlavní nádraží (kolej 1).
B,Následující zastávka,"Linka 4 – jaká zastávka NÁSLEDUJE po „Hlavní nádraží (kolej 1)"" (směr Masarykova čtvrť Náměstí Míru)?",Zelný trh,Po zastávce Hlavní nádraží (kolej 1) na lince 4 (směr Masarykova čtvrť Náměstí Míru) následuje Zelný trh.
B,Následující zastávka,"Linka 4 – jaká zastávka NÁSLEDUJE po „Zelný trh"" (směr Masarykova čtvrť Náměstí Míru)?",Náměstí Svobody,Po zastávce Zelný trh na lince 4 (směr Masarykova čtvrť Náměstí Míru) následuje Náměstí Svobody.
B,Následující zastávka,"Linka 4 – jaká zastávka NÁSLEDUJE po „Náměstí Svobody"" (směr Masarykova čtvrť Náměstí Míru)?",Česká (Joštova),Po zastávce Náměstí Svobody na lince 4 (směr Masarykova čtvrť Náměstí Míru) následuje Česká (Joštova).
B,Následující zastávka,"Linka 4 – jaká zastávka NÁSLEDUJE po „Česká (Joštova)"" (směr Masarykova čtvrť Náměstí Míru)?",Komenského náměstí,Po zastávce Česká (Joštova) na lince 4 (směr Masarykova čtvrť Náměstí Míru) následuje Komenského náměstí.
B,Následující zastávka,"Linka 4 – jaká zastávka NÁSLEDUJE po „Komenského náměstí"" (směr Masarykova čtvrť Náměstí Míru)?",Obilní trh,Po zastávce Komenského náměstí na lince 4 (směr Masarykova čtvrť Náměstí Míru) následuje Obilní trh.
B,Následující zastávka,"Linka 4 – jaká zastávka NÁSLEDUJE po „Obilní trh"" (směr Masarykova čtvrť Náměstí Míru)?",Úvoz (Údolní),Po zastávce Obilní trh na lince 4 (směr Masarykova čtvrť Náměstí Míru) následuje Úvoz (Údolní).
B,Následující zastávka,"Linka 4 – jaká zastávka NÁSLEDUJE po „Úvoz (Údolní)"" (směr Masarykova čtvrť Náměstí Míru)?",Všetičkova,Po zastávce Úvoz (Údolní) na lince 4 (směr Masarykova čtvrť Náměstí Míru) následuje Všetičkova.
B,Následující zastávka,"Linka 4 – jaká zastávka NÁSLEDUJE po „Všetičkova"" (směr Masarykova čtvrť Náměstí Míru)?",Masarykova čtvrť Náměstí Míru,Po zastávce Všetičkova na lince 4 (směr Masarykova čtvrť Náměstí Míru) následuje Masarykova čtvrť Náměstí Míru.
B,Předchozí zastávka,"Linka 4 – jaká zastávka PŘEDCHÁZÍ zastávce „Obřanský most (Obřanská)"" (směr Masarykova čtvrť Náměstí Míru)?",Obřany Babická,Před zastávkou Obřanský most (Obřanská) na lince 4 je Obřany Babická.
B,Předchozí zastávka,"Linka 4 – jaká zastávka PŘEDCHÁZÍ zastávce „Čtvery hony"" (směr Masarykova čtvrť Náměstí Míru)?",Obřanský most (Obřanská),Před zastávkou Čtvery hony na lince 4 je Obřanský most (Obřanská).
B,Předchozí zastávka,"Linka 4 – jaká zastávka PŘEDCHÁZÍ zastávce „Obřanská u školy"" (směr Masarykova čtvrť Náměstí Míru)?",Čtvery hony,Před zastávkou Obřanská u školy na lince 4 je Čtvery hony.
B,Předchozí zastávka,"Linka 4 – jaká zastávka PŘEDCHÁZÍ zastávce „Proškovo náměstí"" (směr Masarykova čtvrť Náměstí Míru)?",Obřanská u školy,Před zastávkou Proškovo náměstí na lince 4 je Obřanská u školy.
B,Předchozí zastávka,"Linka 4 – jaká zastávka PŘEDCHÁZÍ zastávce „Maloměřický most (u mostu)"" (směr Masarykova čtvrť Náměstí Míru)?",Proškovo náměstí,Před zastávkou Maloměřický most (u mostu) na lince 4 je Proškovo náměstí.
B,Předchozí zastávka,"Linka 4 – jaká zastávka PŘEDCHÁZÍ zastávce „Tomkovo náměstí (pod mostem)"" (směr Masarykova čtvrť Náměstí Míru)?",Maloměřický most (u mostu),Před zastávkou Tomkovo náměstí (pod mostem) na lince 4 je Maloměřický most (u mostu).
B,Předchozí zastávka,"Linka 4 – jaká zastávka PŘEDCHÁZÍ zastávce „Náměstí Republiky"" (směr Masarykova čtvrť Náměstí Míru)?",Tomkovo náměstí (pod mostem),Před zastávkou Náměstí Republiky na lince 4 je Tomkovo náměstí (pod mostem).
B,Předchozí zastávka,"Linka 4 – jaká zastávka PŘEDCHÁZÍ zastávce „Vozovna Husovice"" (směr Masarykova čtvrť Náměstí Míru)?",Náměstí Republiky,Před zastávkou Vozovna Husovice na lince 4 je Náměstí Republiky.
B,Předchozí zastávka,"Linka 4 – jaká zastávka PŘEDCHÁZÍ zastávce „Mostecká"" (směr Masarykova čtvrť Náměstí Míru)?",Vozovna Husovice,Před zastávkou Mostecká na lince 4 je Vozovna Husovice.
B,Předchozí zastávka,"Linka 4 – jaká zastávka PŘEDCHÁZÍ zastávce „Trávníčkova"" (směr Masarykova čtvrť Náměstí Míru)?",Mostecká,Před zastávkou Trávníčkova na lince 4 je Mostecká.
B,Předchozí zastávka,"Linka 4 – jaká zastávka PŘEDCHÁZÍ zastávce „Tkalcovská"" (směr Masarykova čtvrť Náměstí Míru)?",Trávníčkova,Před zastávkou Tkalcovská na lince 4 je Trávníčkova.
B,Předchozí zastávka,"Linka 4 – jaká zastávka PŘEDCHÁZÍ zastávce „Körnerova"" (směr Masarykova čtvrť Náměstí Míru)?",Tkalcovská,Před zastávkou Körnerova na lince 4 je Tkalcovská.
B,Předchozí zastávka,"Linka 4 – jaká zastávka PŘEDCHÁZÍ zastávce „Malinovského náměstí (divadlo)"" (směr Masarykova čtvrť Náměstí Míru)?",Körnerova,Před zastávkou Malinovského náměstí (divadlo) na lince 4 je Körnerova.
B,Předchozí zastávka,"Linka 4 – jaká zastávka PŘEDCHÁZÍ zastávce „Hlavní nádraží (kolej 1)"" (směr Masarykova čtvrť Náměstí Míru)?",Malinovského náměstí (divadlo),Před zastávkou Hlavní nádraží (kolej 1) na lince 4 je Malinovského náměstí (divadlo).
B,Předchozí zastávka,"Linka 4 – jaká zastávka PŘEDCHÁZÍ zastávce „Zelný trh"" (směr Masarykova čtvrť Náměstí Míru)?",Hlavní nádraží (kolej 1),Před zastávkou Zelný trh na lince 4 je Hlavní nádraží (kolej 1).
B,Předchozí zastávka,"Linka 4 – jaká zastávka PŘEDCHÁZÍ zastávce „Náměstí Svobody"" (směr Masarykova čtvrť Náměstí Míru)?",Zelný trh,Před zastávkou Náměstí Svobody na lince 4 je Zelný trh.
B,Předchozí zastávka,"Linka 4 – jaká zastávka PŘEDCHÁZÍ zastávce „Česká (Joštova)"" (směr Masarykova čtvrť Náměstí Míru)?",Náměstí Svobody,Před zastávkou Česká (Joštova) na lince 4 je Náměstí Svobody.
B,Předchozí zastávka,"Linka 4 – jaká zastávka PŘEDCHÁZÍ zastávce „Komenského náměstí"" (směr Masarykova čtvrť Náměstí Míru)?",Česká (Joštova),Před zastávkou Komenského náměstí na lince 4 je Česká (Joštova).
B,Předchozí zastávka,"Linka 4 – jaká zastávka PŘEDCHÁZÍ zastávce „Obilní trh"" (směr Masarykova čtvrť Náměstí Míru)?",Komenského náměstí,Před zastávkou Obilní trh na lince 4 je Komenského náměstí.
B,Předchozí zastávka,"Linka 4 – jaká zastávka PŘEDCHÁZÍ zastávce „Úvoz (Údolní)"" (směr Masarykova čtvrť Náměstí Míru)?",Obilní trh,Před zastávkou Úvoz (Údolní) na lince 4 je Obilní trh.
B,Předchozí zastávka,"Linka 4 – jaká zastávka PŘEDCHÁZÍ zastávce „Všetičkova"" (směr Masarykova čtvrť Náměstí Míru)?",Úvoz (Údolní),Před zastávkou Všetičkova na lince 4 je Úvoz (Údolní).
B,Předchozí zastávka,"Linka 4 – jaká zastávka PŘEDCHÁZÍ zastávce „Masarykova čtvrť Náměstí Míru"" (směr Masarykova čtvrť Náměstí Míru)?",Všetičkova,Před zastávkou Masarykova čtvrť Náměstí Míru na lince 4 je Všetičkova.
B,Doplň chybějící zastávku,"Linka 4 – doplň chybějící zastávku: „Obřany Babická"" → ??? → „Čtvery hony""",Obřanský most (Obřanská),Chybějící zastávka mezi Obřany Babická a Čtvery hony na lince 4 je Obřanský most (Obřanská).
B,Doplň chybějící zastávku,"Linka 4 – doplň chybějící zastávku: „Obřanský most (Obřanská)"" → ??? → „Obřanská u školy""",Čtvery hony,Chybějící zastávka mezi Obřanský most (Obřanská) a Obřanská u školy na lince 4 je Čtvery hony.
B,Doplň chybějící zastávku,"Linka 4 – doplň chybějící zastávku: „Čtvery hony"" → ??? → „Proškovo náměstí""",Obřanská u školy,Chybějící zastávka mezi Čtvery hony a Proškovo náměstí na lince 4 je Obřanská u školy.
B,Doplň chybějící zastávku,"Linka 4 – doplň chybějící zastávku: „Obřanská u školy"" → ??? → „Maloměřický most (u mostu)""",Proškovo náměstí,Chybějící zastávka mezi Obřanská u školy a Maloměřický most (u mostu) na lince 4 je Proškovo náměstí.
B,Doplň chybějící zastávku,"Linka 4 – doplň chybějící zastávku: „Proškovo náměstí"" → ??? → „Tomkovo náměstí (pod mostem)""",Maloměřický most (u mostu),Chybějící zastávka mezi Proškovo náměstí a Tomkovo náměstí (pod mostem) na lince 4 je Maloměřický most (u mostu).
B,Doplň chybějící zastávku,"Linka 4 – doplň chybějící zastávku: „Maloměřický most (u mostu)"" → ??? → „Náměstí Republiky""",Tomkovo náměstí (pod mostem),Chybějící zastávka mezi Maloměřický most (u mostu) a Náměstí Republiky na lince 4 je Tomkovo náměstí (pod mostem).
B,Doplň chybějící zastávku,"Linka 4 – doplň chybějící zastávku: „Tomkovo náměstí (pod mostem)"" → ??? → „Vozovna Husovice""",Náměstí Republiky,Chybějící zastávka mezi Tomkovo náměstí (pod mostem) a Vozovna Husovice na lince 4 je Náměstí Republiky.
B,Doplň chybějící zastávku,"Linka 4 – doplň chybějící zastávku: „Náměstí Republiky"" → ??? → „Mostecká""",Vozovna Husovice,Chybějící zastávka mezi Náměstí Republiky a Mostecká na lince 4 je Vozovna Husovice.
B,Doplň chybějící zastávku,"Linka 4 – doplň chybějící zastávku: „Vozovna Husovice"" → ??? → „Trávníčkova""",Mostecká,Chybějící zastávka mezi Vozovna Husovice a Trávníčkova na lince 4 je Mostecká.
B,Doplň chybějící zastávku,"Linka 4 – doplň chybějící zastávku: „Mostecká"" → ??? → „Tkalcovská""",Trávníčkova,Chybějící zastávka mezi Mostecká a Tkalcovská na lince 4 je Trávníčkova.
B,Doplň chybějící zastávku,"Linka 4 – doplň chybějící zastávku: „Trávníčkova"" → ??? → „Körnerova""",Tkalcovská,Chybějící zastávka mezi Trávníčkova a Körnerova na lince 4 je Tkalcovská.
B,Doplň chybějící zastávku,"Linka 4 – doplň chybějící zastávku: „Tkalcovská"" → ??? → „Malinovského náměstí (divadlo)""",Körnerova,Chybějící zastávka mezi Tkalcovská a Malinovského náměstí (divadlo) na lince 4 je Körnerova.
